"ML","Location","UseCode","UseDescription","LandArea","TotalAppraisedLandValue","TotalAppraisedImprovements","TotalAppraisedParcelValue","BookPage","SaleDate","StyleDesc","GrossArea","Occupancy","AYBYrBuilt","BldgStories"
"8-87","106-108 FIRST ST","323","SH-CNTR/MALL",38787.00012,7765200,10264200,18029400,"  1356/   7",6/30/2008,"DEPT-STORE",162104,"1",1989,"3"
"8-88","41 LAND BLVD","323","SH-CNTR/MALL",9932.000166,993200,0,993200," 19732/ 554",3/31/1989,"MARKET",0,"1",1923,""
"8-89","100 CAMBRIDGESIDE PL","323","SH-CNTR/MALL",267820.999974,26799800,189153100,215952900,"   996/  76",1/1/1900,"ENCL MALL",1275352,"1",1990,"3"
"8-75","2-12 CANAL PK","931","Improved City",61780.000194,100000,1474800,1574800," 47840/  24",7/21/2006,"OFFICE",100499,"3",1998,"5"
"9-29","MONSIGNOR OBRIEN HWY","930","Vacant City",17498.0001636,2362230,0,2362230,"     9/  29",1/29/1982,"",0,"",0,""
"9-31","23 CAMBRIDGE PKWY","300","HOTEL",100249.0001172,19187700,18312300,37500000," 26983/ 635",12/17/1996,"HOTEL",196146,"3",1990,"10"
"9-36","62 FIRST ST","930","Vacant City",688.9998456,93015,0,93015,"/",12/1/1980,"",0,"",0,""
"9-37","42 R MONSIGNOR OBRIEN HWY","930","Vacant City",18779.0000112,5902200,0,5902200,"/",1/29/1982,"",0,"",0,""
"9-40","17R COMMERCIAL AVE","9100","DCR- State Parks and Rec",36574.9997976,1280125,0,1280125,"/",1/29/1982,"",0,"",0,""
"9-41","10 CANAL PK","346","INV-OFFICE",25308.0001944,7321600,20562300,27883900,"  1181/ 149",12/19/1995,"OFFICE",54543,"3",1984,"6"
"9-61","25-27 LAND BLVD","300","HOTEL",27024.9999228,9750600,27749400,37500000," 39915/ 271",7/14/2003,"HOTEL",10589,"1",2001,"7"
"9-89","24 MONSIGNOR OBRIEN HWY","910","DCR- State Parks and Rec",69109.9999524,2204600,389500,2594100,"/",1/1/1900,"BOATHOUSE",6096,"0",1920,"1.75"
"9-90","2-14 MONSIGNOR OBRIEN HWY","910","DCR- State Parks and Rec",17985.0000924,3455500,58391800,61847300," 14151/ 120",12/1/1980,"MUSEUM",736858,"",1970,"6"
"10-16","150 SECOND ST","406","HIGH-TECH",60000.0000732,6930000,25840000,32770000," 55811/ 586",11/12/2010,"LIFE SCI HI TECH",146888,"1",2012,"3"
"10-30","12 CHARLES ST","424","PUB UTIL REG",3499.9998264,446600,0,446600,"  6039/ 151",6/29/1936,"SVC-STATION",0,"",1920,""
"10-31","121 FIRST ST","316","WAREHOUSE",6500.0001132,829400,2900,832300," 55811/ 586",11/12/2010,"STORAGE-WHSE",13260,"1",1900,"2"
"10-32","106-108 SECOND ST","112",">8-UNIT-APT",19995.0000624,1843200,6202700,8045900," 43247/ 361",7/6/2004,"APARTMENTS",37089,"32",2006,"1"
"10-33","29 CHARLES ST","130","RES-DEV-LAND",20005.0001316,768000,0,768000," 55811/ 586",11/12/2010,"",,"",0,""
"10-34","18 HURLEY ST","340","GEN-OFFICE",6944.9999256,1321600,830000,2151600," 28913/ 349",7/31/1998,"OFFICE",20700,"1",1925,"3"
"10-35","21 CHARLES ST","325","RETAIL-STORE",17035.0000524,1086800,1061700,2148500," 15786/ 476",9/17/1984,"RETAIL-STORE",13000,"1",1925,"1"
"10-37","107 FIRST ST","345","RETAIL-OFFIC",16000.0000776,2041600,610500,2652100," 59706/ 268",8/7/2012,"RETAIL-STORE",23000,"2",1905,"2"
"10-38","131-137 FIRST ST","390","COM-DEV-LAND",6918.9998328,441400,0,441400," 39889/ 307",7/10/2003,"",,"",0,""
"10-39","139 FIRST ST","337","PARKING-LOT",3081.0001068,210100,1400,211500," 59218/ 148",6/1/2012,"",,"",0,""
"10-44","31R COMMERCIAL AVE","930","Vacant City",13075.000092,1668400,0,1668400,"/",1/1/1900,"",0,"",0,""
"10-65","1 CHARLES PK","346","INV-OFFICE",23915.0001816,6813400,21837200,28650600,"  1296/  39",2/16/2005,"OFFICE",53460,"1",1994,"6"
"11-32","188-198 FIRST ST","130","RES-DEV-LAND",10714.000176,404800,0,404800,"  1345/  89",10/12/2007,"",,"",0,""
"11-33","67 CAMBRIDGE PKWY","930","Vacant City",7874.9998272,984375,0,984375,"/",1/1/1900,"",0,"",0,""
"11-40","43-57 CAMBRIDGE PKWY","346","INV-OFFICE",67287.0000132,17171600,72335100,89506700," 58500/ 152",2/16/2012,"OFFICE",159003,"2",1985,"9"
"11-41","59 CAMBRIDGE PKWY","930","Vacant City",29138.0001264,3933630,0,3933630,"/",7/26/1984,"",0,"",0,""
"11-43","10 ROGERS ST","199","CONDO-BLDG",44632.9999764,0,0,0,"     0/   0",1/1/1900,"",88430,"",1998,""
"11-43","10 ROGERS ST #1A","343","OFFICE-CONDO",0,0,661300,661300," 50647/ 278",1/29/2008,"Commercial Condo",1850,"",1989,"1"
"11-43","10 ROGERS ST #1B","343","OFFICE-CONDO",0,0,727100,727100," 50320/  93",11/6/2007,"Commercial Condo",1965,"",1989,"1"
"11-43","10 ROGERS ST #1C","343","OFFICE-CONDO",0,0,426300,426300," 51501/ 215",7/29/2008,"Commercial Condo",1185,"",1989,"1"
"11-43","10 ROGERS ST #101","343","OFFICE-CONDO",0,0,403700,403700," 39224/ 220",5/16/2003,"Commercial Condo",1338,"OT",1989,"1"
"11-43","10 ROGERS ST #102","343","OFFICE-CONDO",0,0,512800,512800," 54255/ 174",2/3/2010,"Commercial Condo",1358,"OT",1989,"1"
"11-43","10 ROGERS ST #118","343","OFFICE-CONDO",0,0,435600,435600," 59271/ 220",6/11/2012,"Commercial Condo",1377,"AP",1989,"1"
"11-43","10 ROGERS ST #120","343","OFFICE-CONDO",0,0,747100,747100," 49424/ 393",5/10/2007,"Commercial Condo",1887,"AP",1989,"1"
"11-43","10 ROGERS ST #121","343","OFFICE-CONDO",0,0,349300,349300," 53235/  93",7/20/2009,"Commercial Condo",931,"AP",1989,"1"
"11-43","10 ROGERS ST #201","1021","CNDO LUX",0,0,556100,556100," 50984/ 227",4/3/2008,"APARTMENT",1117,"AP",1989,"1"
"11-43","10 ROGERS ST #202","1021","CNDO LUX",0,0,766800,766800," 21011/ 562",2/19/1991,"APARTMENT",1631,"AP",1989,"1"
"11-43","10 ROGERS ST #203","1021","CNDO LUX",0,0,433300,433300," 21041/ 586",3/11/1991,"APARTMENT",863,"AP",1989,"1"
"11-43","10 ROGERS ST #204","1021","CNDO LUX",0,0,716200,716200," 56371/ 127",1/28/2011,"APARTMENT",1468,"AP",1989,"1"
"11-43","10 ROGERS ST #205","1021","CNDO LUX",0,0,344800,344800," 20002/  42",8/11/1989,"APARTMENT",760,"AP",1989,"1"
"11-43","10 ROGERS ST #208","1021","CNDO LUX",0,0,283800,283800," 19887/   2",6/20/1989,"APARTMENT",514,"AP",1989,"1"
"11-43","10 ROGERS ST #209","1021","CNDO LUX",0,0,399400,399400," 20064/ 272",9/8/1989,"APARTMENT",890,"AP",1989,"1"
"11-43","10 ROGERS ST #210","1021","CNDO LUX",0,0,373000,373000," 59874/ 474",8/29/2012,"APARTMENT",801,"AP",1989,"1"
"11-43","10 ROGERS ST #211","1021","CNDO LUX",0,0,379400,379400," 56904/ 438",5/26/2011,"APARTMENT",822,"AP",1989,"1"
"11-43","10 ROGERS ST #212","1021","CNDO LUX",0,0,324200,324200," 27366/  19",6/6/1997,"APARTMENT",644,"AP",1989,"1"
"11-43","10 ROGERS ST #213","1021","CNDO LUX",0,0,432100,432100," 31610/  99",7/14/2000,"APARTMENT",976,"AP",1989,"1"
"11-43","10 ROGERS ST #214","1021","CNDO LUX",0,0,365700,365700," 57105/ 129",7/7/2011,"APARTMENT",778,"AP",1989,"1"
"11-43","10 ROGERS ST #215","1021","CNDO LUX",0,0,467500,467500," 54543/ 328",4/14/2010,"APARTMENT",1074,"AP",1989,"1"
"11-43","10 ROGERS ST #216","1021","CNDO LUX",0,0,434500,434500," 23433/ 563",7/22/1993,"APARTMENT",970,"AP",1989,"1"
"11-43","10 ROGERS ST #217","1021","CNDO LUX",0,0,347500,347500," 56951/ 318",6/6/2011,"APARTMENT",722,"AP",1989,"1"
"11-43","10 ROGERS ST #218","1021","CNDO LUX",0,0,665500,665500," 19711/ 500",3/22/1989,"APARTMENT",1421,"AP",1989,"1"
"11-43","10 ROGERS ST #219","1021","CNDO LUX",0,0,433300,433300," 57250/ 310",8/4/2011,"APARTMENT",863,"AP",1989,"1"
"11-43","10 ROGERS ST #220","1021","CNDO LUX",0,0,571400,571400," 58055/ 272",12/14/2010,"APARTMENT",1208,"AP",1989,"1"
"11-43","10 ROGERS ST #221","1021","CNDO LUX",0,0,667700,667700," 60858/ 560",12/31/2012,"APARTMENT",1426,"AP",1989,"1"
"11-43","10 ROGERS ST #222","1021","CNDO LUX",0,0,391000,391000," 27418/ 465",6/25/1997,"APARTMENT",861,"AP",1989,"1"
"11-43","10 ROGERS ST #223","1021","CNDO LUX",0,0,278500,278500," 42875/ 142",5/25/2004,"APARTMENT",651,"AP",1989,"1"
"11-43","10 ROGERS ST #224","1021","CNDO LUX",0,0,444400,444400," 31973/ 214",10/30/2000,"APARTMENT",978,"AP",1989,"1"
"11-43","10 ROGERS ST #225","1021","CNDO LUX",0,0,373000,373000," 20617/  43",6/25/1990,"APARTMENT",801,"AP",1989,"1"
"11-43","10 ROGERS ST #226","1021","CNDO LUX",0,0,379400,379400," 19913/  89",6/29/1989,"APARTMENT",822,"AP",1989,"1"
"11-43","10 ROGERS ST #227","1021","CNDO LUX",0,0,310600,310600," 42891/ 593",5/26/2004,"APARTMENT",644,"AP",1989,"1"
"11-43","10 ROGERS ST #228","1021","CNDO LUX",0,0,389000,389000," 44312/ 125",12/16/2004,"APARTMENT",854,"AP",1989,"1"
"11-43","10 ROGERS ST #229","1021","CNDO LUX",0,0,343000,343000," 26140/ 492",3/18/1996,"APARTMENT",707,"AP",1989,"1"
"11-43","10 ROGERS ST #230","1021","CNDO LUX",0,0,506800,506800," 21103/ 197",4/17/1991,"APARTMENT",1201,"AP",1989,"1"
"11-43","10 ROGERS ST #231","1021","CNDO LUX",0,0,371700,371700," 26163/ 214",3/25/1996,"APARTMENT",797,"AP",1989,"1"
"11-43","10 ROGERS ST #301","1021","CNDO LUX",0,0,539200,539200," 43777/ 490",9/27/2004,"APARTMENT",1117,"AP",1989,"1"
"11-43","10 ROGERS ST #302","1021","CNDO LUX",0,0,766000,766000," 50597/ 107",1/15/2008,"APARTMENT",1631,"AP",1989,"1"
"11-43","10 ROGERS ST #303","1021","CNDO LUX",0,0,416700,416700," 46096/ 131",9/16/2005,"APARTMENT",863,"AP",1989,"1"
"11-43","10 ROGERS ST #304","1021","CNDO LUX",0,0,642500,642500," 54907/ 162",6/29/2010,"APARTMENT",1369,"AP",1989,"1"
"11-43","10 ROGERS ST #305","1021","CNDO LUX",0,0,360000,360000," 19735/ 525",3/31/1989,"APARTMENT",760,"AP",1989,"1"
"11-43","10 ROGERS ST #306","1021","CNDO LUX",0,0,563800,563800," 19712/ 562",3/22/1989,"APARTMENT",1188,"AP",1989,"1"
"11-43","10 ROGERS ST #308","1021","CNDO LUX",0,0,530900,530900," 50891/ 103",3/17/2008,"APARTMENT",1157,"AP",1989,"1"
"11-43","10 ROGERS ST #317","1021","CNDO LUX",0,0,359700,359700," 19708/ 540",3/20/1989,"APARTMENT",759,"AP",1989,"1"
"11-43","10 ROGERS ST #319","1021","CNDO LUX",0,0,433300,433300," 24197/  98",12/10/1993,"APARTMENT",863,"AP",1989,"1"
"11-43","10 ROGERS ST #320","1021","CNDO LUX",0,0,571400,571400," 53529/ 210",9/11/2009,"APARTMENT",1208,"AP",1989,"1"
"11-43","10 ROGERS ST #321","1021","CNDO LUX",0,0,748100,748100," 44102/ 571",11/16/2004,"APARTMENT",1597,"AP",1989,"1"
"11-43","10 ROGERS ST #401","1021","CNDO LUX",0,0,539800,539800," 52659/ 279",4/29/2009,"APARTMENT",1119,"AP",1989,"1"
"11-43","10 ROGERS ST #402","1021","CNDO LUX",0,0,774000,774000," 40386/ 433",8/8/2003,"APARTMENT",1648,"AP",1989,"1"
"11-43","10 ROGERS ST #403","1021","CNDO LUX",0,0,433300,433300," 59503/  46",7/12/2012,"APARTMENT",863,"AP",1989,"1"
"11-43","10 ROGERS ST #404","1021","CNDO LUX",0,0,642500,642500," 59029/ 138",5/4/2012,"APARTMENT",1369,"AP",1989,"1"
"11-43","10 ROGERS ST #405","1021","CNDO LUX",0,0,360000,360000," 49539/ 552",5/31/2007,"APARTMENT",760,"AP",1989,"1"
"11-43","10 ROGERS ST #406","1021","CNDO LUX",0,0,674800,674800," 21268/ 466",7/3/1991,"APARTMENT",1442,"AP",1989,"1"
"11-43","10 ROGERS ST #407","1021","CNDO LUX",0,0,604100,604100," 27417/ 233",6/25/1997,"APARTMENT",1282,"AP",1989,"1"
"11-43","10 ROGERS ST #408","1021","CNDO LUX",0,0,272100,272100," 29445/ 522",11/30/1998,"APARTMENT",514,"AP",1989,"1"
"11-43","10 ROGERS ST #409","1021","CNDO LUX",0,0,399400,399400," 20941/ 564",12/31/1990,"APARTMENT",890,"AP",1989,"1"
"11-43","10 ROGERS ST #410","1021","CNDO LUX",0,0,373000,373000," 20956/ 340",1/10/1991,"APARTMENT",801,"AP",1989,"1"
"11-43","10 ROGERS ST #411","1021","CNDO LUX",0,0,379400,379400," 20955/ 230",1/9/1991,"APARTMENT",822,"AP",1989,"1"
"11-43","10 ROGERS ST #412","1021","CNDO LUX",0,0,324200,324200," 28949/ 292",8/10/1998,"APARTMENT",644,"AP",1989,"1"
"11-43","10 ROGERS ST #413","1021","CNDO LUX",0,0,427300,427300," 33845/ 574",12/10/1993,"APARTMENT",976,"AP",1989,"1"
"11-43","10 ROGERS ST #414","1021","CNDO LUX",0,0,395700,395700," 58502/ 214",2/16/2012,"APARTMENT",778,"AP",1989,"1"
"11-43","10 ROGERS ST #415","1021","CNDO LUX",0,0,475200,475200," 43770/  14",9/24/2004,"APARTMENT",1074,"AP",1989,"1"
"11-43","10 ROGERS ST #416","1021","CNDO LUX",0,0,437100,437100," 43589/  93",8/23/2004,"APARTMENT",970,"AP",1989,"1"
"11-43","10 ROGERS ST #417","1021","CNDO LUX",0,0,347500,347500," 26197/ 474",4/3/1996,"APARTMENT",722,"AP",1989,"1"
"11-43","10 ROGERS ST #418","1021","CNDO LUX",0,0,624000,624000," 56618/ 360",3/18/2011,"APARTMENT",1327,"AP",1989,"1"
"11-43","10 ROGERS ST #419","1021","CNDO LUX",0,0,447200,447200," 50755/ 409",8/14/2012,"APARTMENT",863,"AP",1989,"1"
"11-43","10 ROGERS ST #420","1021","CNDO LUX",0,0,571400,571400," 46789/ 560",1/6/2006,"APARTMENT",1208,"AP",1989,"1"
"11-43","10 ROGERS ST #421","1021","CNDO LUX",0,0,706500,706500," 31826/ 287",12/6/2002,"APARTMENT",1446,"AP",1989,"1"
"11-43","10 ROGERS ST #422","1021","CNDO LUX",0,0,374400,374400," 25152/ 532",1/31/1995,"APARTMENT",861,"AP",1989,"1"
"11-43","10 ROGERS ST #423","1021","CNDO LUX",0,0,326400,326400," 27216/ 497",4/16/1997,"APARTMENT",651,"AP",1989,"1"
"11-43","10 ROGERS ST #424","1021","CNDO LUX",0,0,478600,478600," 58644/ 332",3/9/2012,"APARTMENT",978,"AP",1989,"1"
"11-43","10 ROGERS ST #425","1021","CNDO LUX",0,0,387100,387100," 58074/ 451",12/13/2011,"APARTMENT",801,"AP",1989,"1"
"11-43","10 ROGERS ST #426","1021","CNDO LUX",0,0,339100,339100," 49646/  83",6/21/2007,"APARTMENT",822,"AP",1989,"1"
"11-43","10 ROGERS ST #427","1021","CNDO LUX",0,0,290300,290300," 33875/ 471",3/20/1989,"APARTMENT",644,"AP",1989,"1"
"11-43","10 ROGERS ST #428","1021","CNDO LUX",0,0,402400,402400," 52854/ 261",5/27/2009,"APARTMENT",854,"AP",1989,"1"
"11-43","10 ROGERS ST #429","1021","CNDO LUX",0,0,343000,343000," 31353/  49",4/28/2000,"APARTMENT",707,"AP",1989,"1"
"11-43","10 ROGERS ST #430","1021","CNDO LUX",0,0,506800,506800," 20543/ 337",5/16/1990,"APARTMENT",1201,"AP",1989,"1"
"11-43","10 ROGERS ST #431","1021","CNDO LUX",0,0,332300,332300," 32379/ 276",6/22/1998,"APARTMENT",797,"AP",1989,"1"
"11-43","10 ROGERS ST #501","1021","CNDO LUX",0,0,539800,539800," 49548/  69",6/1/2007,"APARTMENT",1119,"AP",1989,"1"
"11-43","10 ROGERS ST #502","1021","CNDO LUX",0,0,803500,803500," 48105/ 560",9/1/2006,"APARTMENT",1648,"AP",1989,"1"
"11-43","10 ROGERS ST #503","1021","CNDO LUX",0,0,433300,433300," 20843/ 499",10/30/1990,"APARTMENT",863,"AP",1989,"1"
"11-43","10 ROGERS ST #504","1021","CNDO LUX",0,0,642500,642500," 58423/ 576",2/3/2012,"APARTMENT",1369,"AP",1989,"1"
"11-43","10 ROGERS ST #505","1021","CNDO LUX",0,0,360000,360000," 29231/ 453",10/16/1998,"APARTMENT",760,"AP",1989,"1"
"11-43","10 ROGERS ST #506","1021","CNDO LUX",0,0,566500,566500," 26362/ 128",5/31/1996,"APARTMENT",1196,"AP",1989,"1"
"11-43","10 ROGERS ST #507","1021","CNDO LUX",0,0,604100,604100," 60032/ 568",9/18/2012,"APARTMENT",1282,"AP",1989,"1"
"11-43","10 ROGERS ST #508","1021","CNDO LUX",0,0,553100,553100," 25065/ 181",12/16/1994,"APARTMENT",1157,"AP",1989,"1"
"11-43","10 ROGERS ST #517","1021","CNDO LUX",0,0,359700,359700," 23491/ 512",8/2/1993,"APARTMENT",759,"AP",1989,"1"
"11-43","10 ROGERS ST #518","1021","CNDO LUX",0,0,654000,654000," 20932/ 222",12/26/1990,"APARTMENT",1327,"AP",1989,"1"
"11-43","10 ROGERS ST #519","1021","CNDO LUX",0,0,433300,433300," 26740/ 264",10/10/1996,"APARTMENT",863,"AP",1989,"1"
"11-43","10 ROGERS ST #520","1021","CNDO LUX",0,0,571400,571400," 45353/ 560",6/9/2005,"APARTMENT",1208,"AP",1989,"1"
"11-43","10 ROGERS ST #521","1021","CNDO LUX",0,0,786900,786900," 25740/ 597",12/14/1993,"APARTMENT",1617,"AP",1989,"1"
"11-43","10 ROGERS ST #601","1021","CNDO LUX",0,0,552600,552600," 42171/ 578",3/4/2004,"APARTMENT",1119,"AP",1989,"1"
"11-43","10 ROGERS ST #602","1021","CNDO LUX",0,0,819100,819100," 55872/ 280",11/22/2010,"APARTMENT",1648,"AP",1989,"1"
"11-43","10 ROGERS ST #603","1021","CNDO LUX",0,0,443400,443400," 50257/ 352",10/23/2007,"APARTMENT",863,"AP",1989,"1"
"11-43","10 ROGERS ST #604","1021","CNDO LUX",0,0,656600,656600," 30447/ 458",7/21/1999,"APARTMENT",1327,"AP",1989,"1"
"11-43","10 ROGERS ST #606","1021","CNDO LUX",0,0,616200,616200," 31418/ 470",5/19/2000,"APARTMENT",1277,"AP",1989,"1"
"11-43","10 ROGERS ST #607","1021","CNDO LUX",0,0,618400,618400," 56828/ 598",5/6/2011,"APARTMENT",1282,"AP",1989,"1"
"11-43","10 ROGERS ST #618","1021","CNDO LUX",0,0,668800,668800," 22833/ 222",1/15/1993,"APARTMENT",1327,"AP",1989,"1"
"11-43","10 ROGERS ST #619","1021","CNDO LUX",0,0,443400,443400," 58861/  38",4/10/2012,"APARTMENT",863,"AP",1989,"1"
"11-43","10 ROGERS ST #620","1021","CNDO LUX",0,0,584900,584900," 22917/ 549",2/17/1993,"APARTMENT",1208,"AP",1989,"1"
"11-43","10 ROGERS ST #621","1021","CNDO LUX",0,0,770100,770100,"  1385/ 003",11/20/2002,"APARTMENT",1617,"AP",1989,"1"
"11-43","10 ROGERS ST #701","1021","CNDO LUX",0,0,565300,565300," 23848/ 198",12/23/2002,"APARTMENT",1119,"AP",1989,"1"
"11-43","10 ROGERS ST #702","1021","CNDO LUX",0,0,807600,807600," 40292/ 096",8/4/2003,"APARTMENT",1648,"AP",1989,"1"
"11-43","10 ROGERS ST #703","1021","CNDO LUX",0,0,409700,409700," 45574/ 510",7/8/2005,"APARTMENT",863,"AP",1989,"1"
"11-43","10 ROGERS ST #704","1021","CNDO LUX",0,0,653700,653700," 34921/ 455",2/27/2002,"APARTMENT",1327,"AP",1989,"1"
"11-43","10 ROGERS ST #706","1021","CNDO LUX",0,0,630500,630500," 31617/ 566",6/7/1990,"APARTMENT",1277,"AP",1989,"1"
"11-43","10 ROGERS ST #707","1021","CNDO LUX",0,0,632300,632300," 54193/ 157",1/22/2010,"APARTMENT",1281,"AP",1989,"1"
"11-43","10 ROGERS ST #718","1021","CNDO LUX",0,0,653700,653700," 49983/ 253",8/22/2007,"APARTMENT",1327,"AP",1989,"1"
"11-43","10 ROGERS ST #719","1021","CNDO LUX",0,0,483500,483500," 23099/ 140",4/21/1993,"APARTMENT",863,"AP",1989,"1"
"11-43","10 ROGERS ST #720","1021","CNDO LUX",0,0,598500,598500," 34391/ 166",12/21/2001,"APARTMENT",1208,"AP",1989,"1"
"11-43","10 ROGERS ST #721","1021","CNDO LUX",0,0,788200,788200," 36833/ 210",10/26/2002,"APARTMENT",1617,"AP",1989,"1"
"11-43","10 ROGERS ST #801","1021","CNDO LUX",0,0,578100,578100," 25626/ 384",9/1/1995,"APARTMENT",1119,"AP",1989,"1"
"11-43","10 ROGERS ST #802","1021","CNDO LUX",0,0,859300,859300," 30536/ 450",8/12/1999,"APARTMENT",1648,"AP",1989,"1"
"11-43","10 ROGERS ST #803","1021","CNDO LUX",0,0,475600,475600," 46146/ 208",9/23/2005,"APARTMENT",863,"AP",1989,"1"
"11-43","10 ROGERS ST #804","1021","CNDO LUX",0,0,668500,668500," 59802/ 165",8/21/2012,"APARTMENT",1327,"AP",1989,"1"
"11-43","10 ROGERS ST #806","1021","CNDO LUX",0,0,620200,620200," 47497/  27",5/24/2006,"APARTMENT",1277,"AP",1989,"1"
"11-43","10 ROGERS ST #807","1021","CNDO LUX",0,0,454200,454200," 55153/ 568",8/11/2010,"APARTMENT",889,"AP",1989,"1"
"11-43","10 ROGERS ST #818","1021","CNDO LUX",0,0,885100,885100," 19756/ 283",4/12/1989,"APARTMENT",1720,"AP",1989,"1"
"11-43","10 ROGERS ST #819","1021","CNDO LUX",0,0,463600,463600," 47695/ 367",6/26/2006,"APARTMENT",863,"AP",1989,"1"
"11-43","10 ROGERS ST #820","1021","CNDO LUX",0,0,542200,542200," 42260/ 195",3/18/2004,"APARTMENT",1208,"AP",1989,"1"
"11-43","10 ROGERS ST #821","1021","CNDO LUX",0,0,806200,806200," 25161/ 491",9/18/1990,"APARTMENT",1617,"AP",1989,"1"
"11-43","10 ROGERS ST #901","1021","CNDO LUX",0,0,620800,620800," 49977/ 413",8/21/2007,"APARTMENT",1119,"AP",1989,"1"
"11-43","10 ROGERS ST #902","1021","CNDO LUX",0,0,845400,845400," 55995/ 278",12/7/2010,"APARTMENT",1648,"AP",1989,"1"
"11-43","10 ROGERS ST #903","1021","CNDO LUX",0,0,473700,473700," 20680/ 114",7/27/1990,"APARTMENT",863,"AP",1989,"1"
"11-43","10 ROGERS ST #904","1021","CNDO LUX",0,0,840400,840400," 39901/ 058",7/11/2003,"APARTMENT",1720,"AP",1989,"1"
"11-43","10 ROGERS ST #906","1021","CNDO LUX",0,0,481100,481100," 20688/ 402",7/31/1990,"APARTMENT",884,"AP",1989,"1"
"11-43","10 ROGERS ST #907","1021","CNDO LUX",0,0,482900,482900," 20304/ 512",1/3/1990,"APARTMENT",889,"AP",1989,"1"
"11-43","10 ROGERS ST #918","1021","CNDO LUX",0,0,874300,874300," 47448/ 455",5/15/2006,"APARTMENT",1720,"AP",1989,"1"
"11-43","10 ROGERS ST #919","1021","CNDO LUX",0,0,473700,473700," 46372/ 538",10/28/2005,"APARTMENT",863,"AP",1989,"1"
"11-43","10 ROGERS ST #920","1021","CNDO LUX",0,0,631700,631700," 49682/ 594",6/28/2007,"APARTMENT",1208,"AP",1989,"1"
"11-43","10 ROGERS ST #921","1021","CNDO LUX",0,0,822400,822400," 36069/ 134",8/6/2002,"APARTMENT",1617,"AP",1989,"1"
"11-43","10 ROGERS ST #PH1","1021","CNDO LUX",0,0,964700,964700," 56213/ 471",1/4/2011,"APARTMENT",1572,"AP",1989,"2"
"11-43","10 ROGERS ST #PH2","1021","CNDO LUX",0,0,1773700,1773700," 46503/ 321",11/18/2005,"APARTMENT",2928,"AP",1989,"2"
"11-43","10 ROGERS ST #PH4","1021","CNDO LUX",0,0,1783200,1783200," 30508/  45",8/4/1999,"APARTMENT",3008,"AP",1989,"2"
"11-43","10 ROGERS ST #PH6","1021","CNDO LUX",0,0,1182500,1182500," 35328/  88",4/14/2002,"APARTMENT",1906,"AP",1989,"2"
"11-43","10 ROGERS ST #PH7","1021","CNDO LUX",0,0,1212500,1212500," 27183/ 432",9/21/1989,"TWO-FLOORS",1906,"TW",1989,"2"
"11-43","10 ROGERS ST #1001","1021","CNDO LUX",0,0,603600,603600," 52738/ 387",5/8/2009,"APARTMENT",1119,"AP",1989,"1"
"11-43","10 ROGERS ST #1002","1021","CNDO LUX",0,0,896400,896400," 20240/ 224",12/4/1989,"APARTMENT",1648,"AP",1989,"1"
"11-43","10 ROGERS ST #1003","1021","CNDO LUX",0,0,436800,436800," 33187/  12",7/2/2002,"APARTMENT",863,"AP",1989,"1"
"11-43","10 ROGERS ST #1004","1021","CNDO LUX",0,0,923500,923500," 20940/  13",12/31/1990,"APARTMENT",1720,"AP",1989,"1"
"11-43","10 ROGERS ST #1006","1021","CNDO LUX",0,0,472300,472300," 51702/ 123",9/19/2008,"APARTMENT",884,"AP",1989,"1"
"11-43","10 ROGERS ST #1007","1021","CNDO LUX",0,0,493100,493100," 20519/ 516",5/2/1990,"APARTMENT",889,"AP",1989,"1"
"11-43","10 ROGERS ST #1018","1021","CNDO LUX",0,0,836900,836900," 54821/ 507",6/14/2010,"APARTMENT",1720,"AP",1989,"1"
"11-43","10 ROGERS ST #1019","1021","CNDO LUX",0,0,499400,499400," 45643/ 437",7/19/2005,"APARTMENT",863,"AP",1989,"1"
"11-43","10 ROGERS ST #1020","1021","CNDO LUX",0,0,639100,639100," 49348/  99",4/26/2007,"APARTMENT",1208,"AP",1989,"1"
"11-43","10 ROGERS ST #1021","1021","CNDO LUX",0,0,815200,815200," 43154/ 275",6/28/2004,"APARTMENT",1617,"AP",1989,"1"
"11-43","10 ROGERS ST #1101","1021","CNDO LUX",0,0,616300,616300," 25404/ 258",6/12/1995,"APARTMENT",1119,"AP",1989,"1"
"11-43","10 ROGERS ST #1102","1021","CNDO LUX",0,0,886600,886600," 38364/ 116",3/17/2003,"APARTMENT",1648,"AP",1989,"1"
"11-43","10 ROGERS ST #1103","1021","CNDO LUX",0,0,474600,474600," 32653/ 552",4/10/2001,"APARTMENT",863,"AP",1989,"1"
"11-43","10 ROGERS ST #1104","1021","CNDO LUX",0,0,942700,942700," 20935/ 201",12/27/1990,"APARTMENT",1720,"AP",1989,"1"
"11-43","10 ROGERS ST #1106","1021","CNDO LUX",0,0,501600,501600," 30715/ 535",9/30/1999,"APARTMENT",884,"AP",1989,"1"
"11-43","10 ROGERS ST #1107","1021","CNDO LUX",0,0,503400,503400," 47695/ 381",6/26/2006,"APARTMENT",889,"AP",1989,"1"
"11-43","10 ROGERS ST #1118","1021","CNDO LUX",0,0,942700,942700," 60824/ 394",12/27/2012,"APARTMENT",1720,"AP",1989,"1"
