"ID","ML","Location","LandArea","UseCode","UseDescription","TotalAppraisedLandValue","TotalAppraisedImprovements","TotalAppraisedParcelValue","BookPage","GrossArea","SaleDate","StyleDesc","Occupancy","AYBYrBuilt","BldgStories"
19335,"190-248","171-195 HARVEY ST #195/6",0.00,"102","CONDOMINIUM",0,424400,424400," 57070/ 133",1221.00,6/30/2011 0:00:00,"TWO-FLOORS","TW",1900,"2"
19336,"190-248","171-195 HARVEY ST #195/7",0.00,"102","CONDOMINIUM",0,387700,387700," 34209/  18",1077.00,12/4/2001 0:00:00,"TWO-FLOORS","TW",1900,"2"
19337,"190-248","171-195 HARVEY ST #195/8",0.00,"102","CONDOMINIUM",0,180000,180000," 51994/ 118",1194.00,12/19/2008 0:00:00,"TWO-FLOORS","TW",1900,"2"
19338,"190-248","171-195 HARVEY ST #195/9",0.00,"102","CONDOMINIUM",0,280200,280200," 34209/   1",614.00,1/1/1900 0:00:00,"APARTMENT","AP",1900,"1"
19339,"190-248","171 HARVEY ST #19510",0.00,"102","CONDOMINIUM",0,477600,477600,"/",1454.00,12/20/2002 0:00:00,"APARTMENT","TW",1900,"2"
19340,"190-249","109 MONTGOMERY ST",2999.99,"101","SNGL-FAM-RES",211600,99200,310800," 16465/  34",1280.00,10/9/1981 0:00:00,"CONVENTIONAL","BK",1910,"2"
19341,"190-250","143 HARVEY ST",2262.99,"101","SNGL-FAM-RES",177800,167000,344800,"   873/  29",2284.00,4/1/1976 0:00:00,"CONVENTIONAL","BK",1879,"1.5"
19342,"190-251","108 CLAY ST",3196.99,"104","TWO-FAM-RES",179300,262100,441400," 15726/ 277",2115.00,8/8/1984 0:00:00,"TOWNHSE-END","CN",1981,"2.75"
19343,"190-252","110 CLAY ST",2803.00,"101","SNGL-FAM-RES",171000,287000,458000," 37711/ 597",1928.00,1/17/2003 0:00:00,"TOWNHSE-END","CN",1981,"2.75"
19344,"190-253","122 MONTGOMERY ST",2353.99,"105","THREE-FM-RES",148100,382000,530100," 19171/ 220",3966.00,6/28/1988 0:00:00,"DECKER","CB",1911,"3"
19345,"190-254","124 MONTGOMERY ST",2445.99,"105","THREE-FM-RES",149200,361800,511000," 15761/ 560",3060.00,8/31/1984 0:00:00,"DECKER","CB",1911,"3"
19346,"190-255","95 CLIFTON ST",5507.99,"101","SNGL-FAM-RES",246900,244400,491300," 20726/ 257",2753.00,8/22/1990 0:00:00,"CONVENTIONAL","BK",1912,"1.5"
19347,"190-256","137 HARVEY ST",3065.99,"101","SNGL-FAM-RES",191900,190100,382000,"  1177/  88",1308.00,9/17/1997 0:00:00,"CONVENTIONAL","ST",1870,"2"
19348,"190-258","184-186 HARVEY ST",9638.99,"199","CONDO-BLDG",0,0,0,"  1212/  75",10240.00,12/2/2000 0:00:00,,,1870,"2.75"
19349,"190-258","184-186 HARVEY ST #1",0.00,"102","CONDOMINIUM",0,564100,564100,"   U70/  92",3090.00,12/18/2000 0:00:00,"SEMIDETACHED",,1870,"2"
19350,"190-258","184-186 HARVEY ST #2",0.00,"102","CONDOMINIUM",0,648000,648000,"   107/ 130",3339.00,5/21/2009 0:00:00,"SEMIDETACHED",,1870,"2"
19351,"190-260","100-102 HARVEY ST",4487.99,"199","CONDO-BLDG",0,0,0,"/",5499.00,1/1/1900 0:00:00,,,1900,"3"
19352,"190-260","100-102 HARVEY ST #1",0.00,"102","CONDOMINIUM",0,283400,283400," 41333/ 587",1040.00,10/31/2003 0:00:00,"FLAT","FL",1900,"1"
19353,"190-260","100-102 HARVEY ST #2",0.00,"102","CONDOMINIUM",0,300100,300100," 25747/ 182",1020.00,10/19/1995 0:00:00,"FLAT","FL",1900,"1"
19354,"190-260","100-102 HARVEY ST #3",0.00,"102","CONDOMINIUM",0,282700,282700," 25633/ 236",1036.00,9/6/1995 0:00:00,"FLAT","FL",1900,"1"
19355,"190-261","104-106 HARVEY ST",3946.99,"101","SNGL-FAM-RES",225900,344900,570800," 51896/ 136",2008.00,11/14/2008 0:00:00,"CONVENTIONAL","CN",1997,"2"
19356,"190-262","120 REED ST",2999.99,"101","SNGL-FAM-RES",201000,322400,523400," 50162/  79",2703.00,9/28/2007 0:00:00,"CONVENTIONAL","ST",1868,"2"
19357,"190-263","122 REED ST",2999.99,"101","SNGL-FAM-RES",190400,487600,678000," 51531/ 420",3483.00,8/4/2008 0:00:00,"CONVENTIONAL","CN",1988,"2.25"
19358,"190-264","85 CLAY ST",2974.99,"1094","MULT-RES-2FAM",261500,297200,558700," 57397/ 580",3568.00,9/6/2011 0:00:00,"CONVENTIONAL","BK",1880,"2.5"
19359,"190-265","8 THERIAULT CT",1799.99,"101","SNGL-FAM-RES",191300,172500,363800," 56541/ 110",1790.00,3/1/2011 0:00:00,"CONVENTIONAL","ST",1907,"1.75"
19360,"190-266","101 CLIFTON ST",1799.99,"101","SNGL-FAM-RES",191300,191000,382300,"/",1916.00,1/1/1900 0:00:00,"CONVENTIONAL","ST",1889,"1.75"
19361,"190-267","66-72 HARVEY ST",6778.00,"199","CONDO-BLDG",271500,0,271500,"  1389/  32",5126.00,8/24/2010 0:00:00,,,2010,"0"
19362,"190-267","66-68  HARVEY ST  #66",0.00,"102","CONDOMINIUM",0,633400,633400," 56875/ 474",2169.00,5/19/2011 0:00:00,"SEMIDETACHED",,2010,
19363,"190-267","66-68  HARVEY ST  #68",0.00,"102","CONDOMINIUM",0,633400,633400," 56871/ 343",2169.00,5/18/2011 0:00:00,"SEMIDETACHED",,2010,
19364,"190-268","70-72 HARVEY ST",6800.00,"199","CONDO-BLDG",271900,0,271900,"  1389/  32",4838.00,8/24/2010 0:00:00,,,2010,"2"
19365,"190-268","70-72  HARVEY ST  #70",0.00,"102","CONDOMINIUM",0,628300,628300,"   115/  62",2169.00,4/26/2011 0:00:00,"SEMIDETACHED",,2010,
19366,"190-268","70-72 HARVEY ST #72",0.00,"102","CONDOMINIUM",0,628300,628300,"   115/  66",2169.00,4/27/2011 0:00:00,"SEMIDETACHED",,2010,
19367,"190-269","119-127 HARVEY ST",58364.99,"112",">8-UNIT-APT",2133200,87000,2220200,"   831/  23",9748.00,8/31/1972 0:00:00,"STORAGE-WHSE","1",1877,"1"
19368,"191-1","10 WESTLEY AVE",2090.99,"101","SNGL-FAM-RES",194700,191200,385900," 54875/ 147",1830.00,6/23/2010 0:00:00,"CONVENTIONAL","BK",1893,"1.75"
19369,"191-4","1 CEDAR ST",7590.99,"957","Charitable Svc",402300,578200,980500," 55584/ 150",7868.00,10/13/2010 0:00:00,"LIVE THEATRE","1",1925,"2"
19370,"191-5","5 CEDAR ST",5117.00,"199","CONDO-BLDG",0,0,0," 27848/  69",3534.00,8/31/2000 0:00:00,,,1866,"2.5"
19371,"191-5","5 CEDAR ST #1",0.00,"102","CONDOMINIUM",0,285600,285600," 57688/ 520",1004.00,10/21/2011 0:00:00,"FLAT",,1866,"1"
19372,"191-5","5 CEDAR ST #2",0.00,"102","CONDOMINIUM",0,342400,342400," 42387/ 105",1451.00,4/2/2004 0:00:00,"TWO-FLOORS",,1866,"2"
19373,"191-6","17 HARVEY ST",5500.00,"104","TWO-FAM-RES",246700,506400,753100," 34615/ 464",3080.00,1/20/2002 0:00:00,"DUPLEX","CN",1997,"2"
19374,"191-7","51 HARVEY ST",1650.00,"101","SNGL-FAM-RES",188500,207400,395900," 16916/ 437",2424.00,4/15/1986 0:00:00,"CONVENTIONAL","BK",1880,"1.75"
19375,"191-8","55 HARVEY ST",1650.00,"111","4-8-UNIT-APT",301700,405300,707000," 51415/ 553",4649.00,7/9/2008 0:00:00,"MULT-RESDNCE","4",1920,"2.5"
19376,"191-9","6 WESTLEY AVE",2040.00,"101","SNGL-FAM-RES",193400,152400,345800," 46049/ 237",2120.00,9/8/2005 0:00:00,"CONVENTIONAL","CB",1892,"1.75"
19377,"191-10","8 WESTLEY AVE",2040.00,"101","SNGL-FAM-RES",193400,170000,363400,"/",2008.00,1/1/1900 0:00:00,"CONVENTIONAL","CB",1892,"1.75"
19378,"191-11","133 REED ST",4969.99,"199","CONDO-BLDG",0,0,0," 34907/ 211",9246.00,2/26/2002 0:00:00,,,1920,"3"
19379,"191-11","133 REED ST",0.00,"102","CONDOMINIUM",0,259100,259100," 47729/ 395",1076.00,6/29/2006 0:00:00,"APARTMENT",,1920,
19380,"191-11","133 REED ST #56",0.00,"102","CONDOMINIUM",0,254700,254700," 37439/ 453",1076.00,12/20/2002 0:00:00,"APARTMENT",,1920,
19381,"191-11","133 REED ST",0.00,"102","CONDOMINIUM",0,145700,145700," 55032/  17",588.00,7/23/2010 0:00:00,"BASEMENT",,1920,
19382,"191-11","133 REED ST",0.00,"102","CONDOMINIUM",0,165000,165000," 55032/  16",672.00,7/23/2010 0:00:00,"BASEMENT",,1920,
19383,"191-11","133 REED ST #52/2",0.00,"102","CONDOMINIUM",0,262500,262500," 55032/  15",1128.00,7/23/2010 0:00:00,"APARTMENT",,1920,
19384,"191-11","133 REED ST #52/3",0.00,"102","CONDOMINIUM",0,273900,273900," 36028/ 110",1178.00,8/1/2002 0:00:00,"APARTMENT",,1920,
19385,"191-11","133 REED ST #54/2",0.00,"102","CONDOMINIUM",0,242500,242500," 36124/ 124",993.00,8/14/2002 0:00:00,"APARTMENT",,1920,
19386,"191-11","133 REED ST #54/3",0.00,"102","CONDOMINIUM",0,264600,264600," 36161/ 385",1143.00,8/19/2002 0:00:00,"APARTMENT",,1920,
19387,"191-15","6 HARRINGTON RD",2815.00,"101","SNGL-FAM-RES",206400,152200,358600," 14594/ 306",2244.00,4/28/1982 0:00:00,"CONVENTIONAL","BK",1891,"1.75"
19388,"191-16","8 HARRINGTON RD",2729.00,"104","TWO-FAM-RES",203600,222900,426500," 35253/ 113",3619.00,4/10/2002 0:00:00,"OLD STYLE TWO FAM","ST",1891,"1.75"
19389,"191-17","10 HARRINGTON RD",2642.99,"101","SNGL-FAM-RES",202700,203500,406200," 15651/ 584",2088.00,6/28/1984 0:00:00,"CONVENTIONAL","BK",1891,"1.75"
19390,"191-18","12 HARRINGTON RD",2556.99,"101","SNGL-FAM-RES",201600,161700,363300," 33824/  44",2121.00,10/15/2001 0:00:00,"CONVENTIONAL","BK",1891,"1.75"
19391,"191-19","14 HARRINGTON RD",2470.00,"101","SNGL-FAM-RES",200200,126800,327000," 26927/  71",1911.00,12/23/1996 0:00:00,"CONVENTIONAL","BK",1892,"1.75"
19392,"191-20","16 HARRINGTON RD",2382.99,"101","SNGL-FAM-RES",198400,192700,391100," 54507/ 459",2489.00,4/6/2010 0:00:00,"CONVENTIONAL","BK",1892,"1.75"
19393,"191-21","18 HARRINGTON RD",2290.99,"101","SNGL-FAM-RES",197800,200600,398400," 51855/ 105",2396.00,10/31/2008 0:00:00,"CONVENTIONAL","ST",1891,"2"
19394,"191-22","20 HARRINGTON RD",2214.00,"101","SNGL-FAM-RES",196900,132000,328900," 21233/ 124",1832.00,6/20/1991 0:00:00,"CONVENTIONAL","BK",1891,"1.75"
19395,"191-23","22 HARRINGTON RD",2125.00,"101","SNGL-FAM-RES",195400,94400,289800,"  8890/ 443",2040.00,1/17/1957 0:00:00,"CONVENTIONAL","BK",1891,"1.75"
19396,"191-24","24 HARRINGTON RD",2929.99,"101","SNGL-FAM-RES",209700,114300,324000," 14666/ 370",1762.00,7/15/1982 0:00:00,"CONVENTIONAL","BK",1891,"1.75"
19397,"191-26","95 REED ST",5016.00,"104","TWO-FAM-RES",240600,540900,781500," 19936/ 169",4754.00,7/12/1989 0:00:00,"OLD STYLE TWO FAM","BK",1867,"2"
19398,"191-27","99 REED ST",3211.99,"101","SNGL-FAM-RES",216300,251000,467300," 21902/ 238",2607.00,11/20/1958 0:00:00,"CONVENTIONAL","BK",1873,"2.25"
19399,"191-28","101 REED ST",2869.99,"101","SNGL-FAM-RES",208000,225000,433000,"  1315/  44",2813.00,2/3/2006 0:00:00,"CONVENTIONAL","BK",1873,"2.25"
19400,"191-29","107 REED ST",1872.99,"101","SNGL-FAM-RES",192500,156000,348500," 26911/ 517",1771.00,12/17/1996 0:00:00,"CONVENTIONAL","BK",1895,"1.75"
19401,"191-30","109 REED ST",1828.00,"101","SNGL-FAM-RES",191800,150000,341800," 23672/ 571",1818.00,9/23/1993 0:00:00,"CONVENTIONAL","BK",1895,"1.75"
19402,"191-31","113 REED ST",1793.00,"101","SNGL-FAM-RES",191200,149000,340200," 20852/ 462",1828.00,11/5/1990 0:00:00,"CONVENTIONAL","BK",1895,"1.75"
19403,"191-32","115 REED ST",1736.99,"101","SNGL-FAM-RES",189900,193000,382900," 37852/ 302",2085.00,1/30/2003 0:00:00,"CONVENTIONAL","BK",1895,"2"
19404,"191-33","119 REED ST",1691.00,"101","SNGL-FAM-RES",188800,187800,376600," 31102/ 580",1818.00,1/23/2000 0:00:00,"CONVENTIONAL","BK",1895,"1.75"
19405,"191-34","121 REED ST",1644.99,"101","SNGL-FAM-RES",188500,168200,356700," 35627/ 256",2017.00,6/6/2002 0:00:00,"CONVENTIONAL","BK",1895,"1.75"
19406,"191-35","123 REED ST",1600.00,"101","SNGL-FAM-RES",187900,171000,358900," 21179/  42",1798.00,5/28/1991 0:00:00,"CONVENTIONAL","BK",1895,"1.75"
19407,"191-36","127 REED ST",1553.99,"104","TWO-FAM-RES",187100,300500,487600," 27428/ 326",2999.00,6/27/1997 0:00:00,"STACK","BK",1894,"2"
19408,"191-37","34 HARVEY ST",1869.00,"199","CONDO-BLDG",205800,0,205800," 31666/  93",2164.00,7/31/2000 0:00:00,,,1894,"1.75"
19409,"191-37","34 HARVEY ST #1",0.00,"102","CONDOMINIUM",0,241400,241400," 46458/  62",770.00,11/10/2005 0:00:00,"APARTMENT",,1894,
19410,"191-37","34 HARVEY ST #2",0.00,"102","CONDOMINIUM",0,240700,240700," 46458/  91",765.00,11/10/2005 0:00:00,"APARTMENT",,1894,
19411,"191-38","28 HARVEY ST",1745.00,"104","TWO-FAM-RES",190000,273100,463100," 45107/ 179",3693.00,5/2/2005 0:00:00,"OLD STYLE TWO FAM","BK",1898,"2.5"
19412,"191-39","24 HARVEY ST",1621.00,"199","CONDO-BLDG",188200,0,188200," 43421/ 357",3437.00,8/2/2004 0:00:00,,,1892,"2.5"
19413,"191-39","24-26 HARVEY ST #24",0.00,"102","CONDOMINIUM",0,259900,259900," 51745/ 230",794.00,10/1/2008 0:00:00,"FLAT",,1892,
19414,"191-39","24-26 HARVEY ST #26",0.00,"102","CONDOMINIUM",0,351700,351700," 57839/  93",1121.00,11/10/2011 0:00:00,"TWO-FLOORS",,1892,
19415,"191-40","9 CEDAR ST",1496.99,"105","THREE-FM-RES",186400,334400,520800," 37899/ 244",3420.00,2/4/2003 0:00:00,"OLD STYLE THREE FAM","BK",1894,"2.5"
19416,"191-41","11 CEDAR ST",2449.99,"101","SNGL-FAM-RES",199800,197500,397300," 34095/ 274",2014.00,5/9/1997 0:00:00,"CONVENTIONAL","CN",1894,"1.75"
19417,"191-42","13 CEDAR ST",2449.99,"104","TWO-FAM-RES",199800,282200,482000," 35066/ 588",2763.00,3/19/2002 0:00:00,"OLD STYLE TWO FAM","BK",1891,"1.75"
19418,"191-43","13.5 CEDAR ST",2449.99,"101","SNGL-FAM-RES",199800,162500,362300," 53448/  62",2089.00,8/26/2009 0:00:00,"CONVENTIONAL","ST",1891,"1.75"
19419,"191-44","15 CEDAR ST",2449.99,"104","TWO-FAM-RES",199800,271200,471000," 20855/ 492",2653.00,11/7/1990 0:00:00,"OLD STYLE TWO FAM","BK",1894,"1.75"
19420,"191-45","17 CEDAR ST",2449.99,"104","TWO-FAM-RES",199800,248300,448100," 39915/ 300",3295.00,7/14/2003 0:00:00,"OLD STYLE TWO FAM","BK",1894,"2"
19421,"191-46","19 CEDAR ST",2449.99,"101","SNGL-FAM-RES",199800,214300,414100," 31005/ 217",2625.00,12/23/1999 0:00:00,"CONVENTIONAL","ST",1891,"1.75"
19422,"191-47","21 CEDAR ST",2449.99,"101","SNGL-FAM-RES",199800,162800,362600," 15450/ 383",1843.00,2/17/1984 0:00:00,"CONVENTIONAL","BK",1894,"1.75"
19423,"191-48","23 CEDAR ST",2449.99,"101","SNGL-FAM-RES",199800,230800,430600," 45910/ 484",2070.00,8/22/2005 0:00:00,"CONVENTIONAL","ST",1890,"1.75"
19424,"191-49","25 CEDAR ST",2449.99,"199","CONDO-BLDG",0,0,0,"/",5635.00,8/3/1998 0:00:00,,,1912,"3"
19425,"191-49","25 CEDAR ST #1",0.00,"102","CONDOMINIUM",0,346500,346500," 51022/ 183",1118.00,4/14/2008 0:00:00,"FLAT",,1912,"0"
19426,"191-49","25 CEDAR ST #2",0.00,"102","CONDOMINIUM",0,346500,346500," 54995/ 358",1118.00,7/16/2010 0:00:00,"FLAT",,1912,"0"
19427,"191-49","25 CEDAR ST #3",0.00,"102","CONDOMINIUM",0,346500,346500," 49536/ 425",1118.00,5/31/2007 0:00:00,"FLAT",,1912,"0"
19428,"191-50","27 CEDAR ST",4500.00,"104","TWO-FAM-RES",233500,283600,517100," 51912/ 594",3034.00,11/20/2008 0:00:00,"OLD STYLE TWO FAM","BK",1872,"2"
19429,"191-51","51 DUDLEY ST",5383.00,"1095","MULT-RES-3FAM",365600,693900,1059500," 22011/ 303",5748.00,1/1/1900 0:00:00,"CONVENTIONAL","CB",1912,"3"
19430,"191-53","25 HARRINGTON RD",2834.99,"101","SNGL-FAM-RES",207000,153600,360600,"/",1981.00,1/1/1900 0:00:00,"CONVENTIONAL","BK",1891,"1.75"
19431,"191-54","23 HARRINGTON RD",2449.99,"101","SNGL-FAM-RES",199800,105800,305600,"  8627/ 422",1815.00,12/7/1955 0:00:00,"CONVENTIONAL","BK",1891,"1.75"
19432,"191-55","21 HARRINGTON RD",2449.99,"101","SNGL-FAM-RES",199800,155500,355300," 15653/ 300",2061.00,6/28/1984 0:00:00,"CONVENTIONAL","BK",1891,"1.75"
19433,"191-56","19 HARRINGTON RD",2449.99,"101","SNGL-FAM-RES",199800,169400,369200," 23144/ 299",1780.00,5/3/1993 0:00:00,"CONVENTIONAL","BK",1891,"1.75"
19434,"191-57","15 HARRINGTON RD",2449.99,"101","SNGL-FAM-RES",199800,186600,386400," 20678/ 604",1820.00,7/27/1990 0:00:00,"GARRISON","CN",1966,"2"
19435,"191-58","13 HARRINGTON RD",2449.99,"101","SNGL-FAM-RES",199800,202800,402600," 24689/ 577",2724.00,7/11/1994 0:00:00,"CONVENTIONAL","BK",1891,"1.75"
19436,"191-59","11 HARRINGTON RD",2449.99,"101","SNGL-FAM-RES",199800,220900,420700," 17327/  62",2546.00,8/22/1986 0:00:00,"CONVENTIONAL","ST",1891,"1.75"
19437,"191-60","9 HARRINGTON RD",2449.99,"101","SNGL-FAM-RES",199800,133800,333600," 57652/ 244",2284.00,10/17/2011 0:00:00,"CONVENTIONAL","BK",1891,"1.75"
19438,"191-61","7 HARRINGTON RD",2449.99,"104","TWO-FAM-RES",199800,111000,310800," 21568/ 306",1935.00,1/1/1900 0:00:00,"OLD STYLE TWO FAM","ST",1894,"1.75"
19439,"191-62","5 HARRINGTON RD",2449.99,"101","SNGL-FAM-RES",199800,184700,384500," 38181/ 295",2345.00,3/5/2003 0:00:00,"CONVENTIONAL","BK",1894,"1.75"
19440,"191-65","2368 MASSACHUSETTS AVE",10650.00,"325","RETAIL-STORE",575100,974600,1549700,"   994/ 120",19216.00,2/8/1985 0:00:00,"RETAIL-STORE","1",1914,"1"
19441,"191-68","33 DUDLEY ST",2039.00,"104","TWO-FAM-RES",193400,320400,513800," 23355/  99",3872.00,3/23/1953 0:00:00,"OLD STYLE TWO FAM","BK",1896,"2.5"
19442,"191-69","36 CEDAR ST",4012.00,"105","THREE-FM-RES",226200,521600,747800," 24265/ 448",5468.00,2/25/1994 0:00:00,"TOWNHOUSE","ST",1875,"2.25"
19443,"191-74","73 DUDLEY ST",1890.00,"0101","MXD SNGL-FAM-RES",192700,260300,453000," 18914/ 462",3890.00,3/10/1988 0:00:00,"MIX NBHD CTR W/RES","2",1900,"2.5"
19444,"191-75","71 DUDLEY ST",1890.00,"101","SNGL-FAM-RES",192700,222800,415500," 14350/ 291",2247.00,7/15/1981 0:00:00,"CONVENTIONAL","BK",1897,"1.75"
19445,"191-76","69 DUDLEY ST",1890.00,"101","SNGL-FAM-RES",192700,173500,366200,"/",1780.00,12/17/1992 0:00:00,"CONVENTIONAL","BK",1897,"1.75"
19446,"191-77","67 DUDLEY ST",1843.00,"101","SNGL-FAM-RES",192100,201600,393700," 30177/ 402",1869.00,5/17/1999 0:00:00,"CONVENTIONAL","ST",1897,"2"
19447,"191-78","34 CEDAR ST",4774.00,"104","TWO-FAM-RES",236600,271800,508400,"  1109/  90",4161.00,4/15/1993 0:00:00,"OLD STYLE TWO FAM","CN",1927,"2"
19448,"191-79","27 DUDLEY ST",3300.00,"199","CONDO-BLDG",0,0,0," 31374/ 314",4494.00,5/4/2000 0:00:00,,,1897,"3"
19449,"191-79","27 DUDLEY ST #1",0.00,"102","CONDOMINIUM",0,374000,374000," 56895/ 235",1103.00,5/24/2011 0:00:00,"FLAT",,1974,
19450,"191-79","27 DUDLEY ST #2",0.00,"102","CONDOMINIUM",0,344500,344500," 52834/  60",954.00,5/22/2009 0:00:00,"FLAT",,1897,
19451,"191-79","27 DUDLEY ST #3",0.00,"102","CONDOMINIUM",0,338500,338500," 56900/  69",1030.00,5/25/2011 0:00:00,"FLAT",,1897,
19452,"191-80","65 DUDLEY ST",1695.00,"101","SNGL-FAM-RES",188800,167700,356500," 26910/   1",1732.00,12/17/1996 0:00:00,"CONVENTIONAL","BK",1900,"1.75"
19453,"191-81","63 DUDLEY ST",1701.00,"101","SNGL-FAM-RES",188800,168300,357100," 57703/ 596",1817.00,10/24/2011 0:00:00,"CONVENTIONAL","BK",1900,"1.75"
19454,"191-82","61 DUDLEY ST",2118.00,"101","SNGL-FAM-RES",195200,171900,367100," 52568/ 489",1840.00,4/14/2009 0:00:00,"CONVENTIONAL","BK",1900,"1.75"
19455,"191-83","59 DUDLEY ST",1995.00,"101","SNGL-FAM-RES",193400,174000,367400," 30530/ 154",1890.00,8/11/1999 0:00:00,"CONVENTIONAL","BK",1900,"2"
19456,"191-85","2418 MASSACHUSETTS AVE",8327.99,"325","RETAIL-STORE",233200,413700,646900," 26144/ 219",3902.00,2/3/1981 0:00:00,"RETAIL-STORE","1",1983,"1"
19457,"191-87","48 HARVEY ST",1743.99,"101","SNGL-FAM-RES",94100,53900,148000," 27053/ 133",1932.00,2/10/1997 0:00:00,"CONVENTIONAL","BK",1892,"1.75"
19458,"191-88","44 HARVEY ST",1814.00,"104","TWO-FAM-RES",191600,187100,378700," 13686/ 113",2452.00,5/7/1979 0:00:00,"STACK","BK",1892,"2"
19459,"191-89","40 HARVEY ST",1776.00,"104","TWO-FAM-RES",190800,158400,349200," 21492/  26",2120.00,10/24/1991 0:00:00,"OLD STYLE TWO FAM","BK",1892,"1.75"
19460,"191-93","11 DUDLEY ST",3243.99,"105","THREE-FM-RES",216900,520800,737700,"  1036/  98",5048.00,10/10/1987 0:00:00,"DECKER","ST",1910,"3"
19461,"191-94","15-17 DUDLEY ST",3243.00,"199","CONDO-BLDG",0,0,0,"/",4709.00,1/1/1998 0:00:00,,,1910,"3"
19462,"191-94","15-17 DUDLEY ST #15",0.00,"102","CONDOMINIUM",0,272100,272100,"    88/  72",950.00,5/27/2005 0:00:00,"FLAT","FL",1910,"1"
19463,"191-94","15-17 DUDLEY ST #17/1",0.00,"102","CONDOMINIUM",0,266700,266700,"   U58/ 194",918.00,8/14/1997 0:00:00,"FLAT","FL",1910,"1"
19464,"191-94","15-17 DUDLEY ST #17/2",0.00,"102","CONDOMINIUM",0,311700,311700,"   116/  17",944.00,6/24/2011 0:00:00,"FLAT","FL",1910,"1"
19465,"191-95","19 DUDLEY ST",3243.99,"199","CONDO-BLDG",0,0,0,"/",5188.00,3/25/1986 0:00:00,,,1910,"3"
19466,"191-95","19-21 DUDLEY ST #1",0.00,"102","CONDOMINIUM",0,308400,308400,"/",950.00,8/31/1994 0:00:00,"FLAT","FL",1910,"1"
19467,"191-95","19-21 DUDLEY ST #2",0.00,"102","CONDOMINIUM",0,304500,304500,"   112/ 142",928.00,7/20/2010 0:00:00,"FLAT","FL",1910,"1"
19468,"191-95","19-21 DUDLEY ST #3",0.00,"102","CONDOMINIUM",0,288400,288400,"   U76/ 074",950.00,8/19/2002 0:00:00,"FLAT","FL",1910,"1"
19469,"191-98","22 ALBERTA TER",2736.00,"199","CONDO-BLDG",0,0,0,"/",4449.00,1/1/1998 0:00:00,,,1920,"3"
19470,"191-98","22-24 ALBERTA TER #22",0.00,"102","CONDOMINIUM",0,300400,300400,"   117/   9",886.00,8/26/2011 0:00:00,"FLAT","AP",1920,"1"
19471,"191-98","22-24 ALBERTA TER #24/1",0.00,"102","CONDOMINIUM",0,271800,271800,"    90/ 130",860.00,9/26/2005 0:00:00,"FLAT",,1920,"1"
19472,"191-98","22-24 ALBERTA TER #24/2",0.00,"102","CONDOMINIUM",0,276300,276300,"   U54/ 150",883.00,4/23/1996 0:00:00,"FLAT","FL",1920,"1"
19473,"191-99","20 ALBERTA TER",2762.00,"105","THREE-FM-RES",204700,520100,724800,"  1090/  44",4947.00,1/1/1900 0:00:00,"DECKER","CB",1911,"3"
19474,"191-100","16 ALBERTA TER",2749.99,"199","CONDO-BLDG",0,0,0,"/",4430.00,1/1/1998 0:00:00,,,1910,"3"
19475,"191-100","16 ALBERTA TER #1",0.00,"102","CONDOMINIUM",0,316500,316500,"   U81/ 125",970.00,12/1/2003 0:00:00,"FLAT",,1910,"1"
19476,"191-100","16 ALBERTA TER #2",0.00,"102","CONDOMINIUM",0,298700,298700,"   U75/  91",1014.00,6/12/2002 0:00:00,"FLAT",,1910,"1"
19477,"191-100","16 ALBERTA TER #3",0.00,"102","CONDOMINIUM",0,295300,295300,"   U57/ 179",992.00,4/30/1997 0:00:00,"FLAT",,1910,"1"
19478,"191-101","14 ALBERTA TER",2726.00,"105","THREE-FM-RES",203500,509100,712600,"  1317/  88",4884.00,3/30/2005 0:00:00,"DECKER","CB",1911,"3"
19479,"191-102","8 ALBERTA TER",2195.00,"104","TWO-FAM-RES",186800,191500,378300,"  1204/  63",2752.00,6/27/1968 0:00:00,"OLD STYLE TWO FAM","BK",1843,"1.5"
19480,"191-103","2390 MASSACHUSETTS AVE",4203.99,"0111","MXD 4-8-UNIT-APT",608600,911900,1520500,"  1204/  63",14524.00,4/30/1999 0:00:00,"MIX NBHD CTR W/RES","7",1900,"3"
19481,"191-106","26 CEDAR ST",2840.00,"105","THREE-FM-RES",207100,528500,735600,"  1060/  24",4712.00,1/1/1900 0:00:00,"DECKER","BK",1910,"3"
19482,"191-107","23 DUDLEY ST",3815.00,"105","THREE-FM-RES",225000,631100,856100,"  1123/  16",6246.00,2/18/1994 0:00:00,"DECKER","CB",1910,"3"
19483,"191-108","30 CEDAR ST",2840.00,"105","THREE-FM-RES",207100,476800,683900,"  1077/ 129",4632.00,1/1/1900 0:00:00,"DECKER","BK",1910,"3"
19484,"191-110","35 HARVEY ST",6957.99,"121","BOARDING-HSE",439600,373900,813500," 50119/  15",6889.00,9/19/2007 0:00:00,"MULT-RESDNCE","17",1900,"2.75"
19485,"191-112","2400 MASSACHUSETTS AVE",27717.00,"345","RETAIL-OFFIC",942400,1460900,2403300," 11037/ 255",23272.00,1/26/1966 0:00:00,"OFFICE","3",1920,"2"
19486,"191-113","37 HARVEY ST",3913.00,"101","SNGL-FAM-RES",187300,226200,413500," 54903/ 435",2075.00,6/28/2010 0:00:00,"TOWNHSE-END","CN",1985,"2"
